[2021/8/7 - 9:46:52] Tai Cute da thu thap: +Sat: 32, +Ruby: 14, +Vang: 0, +Kim Cuong: 0
[2021/8/25 - 20:43:25] Andy Johnson da thu thap: +Sat: 24, +Ruby: 19, +Vang: 0, +Kim Cuong: 0
[2021/8/25 - 20:52:25] Andy Johnson da thu thap luc out sv : +Sat: 23, +Ruby: 13, +Vang: 0, +Kim Cuong: 0
[2021/8/25 - 20:56:08] Petes williams da thu thap luc out sv : +Sat: 8, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/8/25 - 20:57:28] Chu Ling da thu thap: +Sat: 1, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/25 - 20:57:43] Chu Ling da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/25 - 20:57:47] Chu Ling da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/25 - 21:05:59] Vu Hieu da thu thap: +Sat: 49, +Ruby: 29, +Vang: 1, +Kim Cuong: 0
[2021/8/25 - 21:06:24] Andy Johnson da thu thap: +Sat: 12, +Ruby: 4, +Vang: 0, +Kim Cuong: 0
[2021/8/25 - 21:11:56] Vu Hieu da thu thap luc out sv : +Sat: 15, +Ruby: 6, +Vang: 0, +Kim Cuong: 0
[2021/8/25 - 21:12:01] Andy Johnson da thu thap: +Sat: 15, +Ruby: 6, +Vang: 0, +Kim Cuong: 0
[2021/8/25 - 21:12:50] nghia pham da thu thap luc out sv : +Sat: 73, +Ruby: 27, +Vang: 1, +Kim Cuong: 0
[2021/8/25 - 21:13:00] Vu Hieu da thu thap luc out sv : +Sat: 3, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/25 - 21:13:33] Andy Johnson da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/25 - 21:17:23] Andy Johnson da thu thap: +Sat: 9, +Ruby: 7, +Vang: 0, +Kim Cuong: 0
[2021/8/25 - 21:28:28] Andy Johnson da thu thap: +Sat: 11, +Ruby: 4, +Vang: 0, +Kim Cuong: 0
[2021/8/25 - 21:39:08] khem manh da thu thap luc out sv : +Sat: 33, +Ruby: 12, +Vang: 0, +Kim Cuong: 0
[2021/8/25 - 21:39:44] Andy Johnson da thu thap: +Sat: 13, +Ruby: 14, +Vang: 0, +Kim Cuong: 0
[2021/8/25 - 21:44:46] Andy Johnson da thu thap: +Sat: 9, +Ruby: 6, +Vang: 0, +Kim Cuong: 0
[2021/8/25 - 21:44:54] Andy Johnson da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/25 - 21:45:56] nghia pham da thu thap: +Sat: 28, +Ruby: 11, +Vang: 1, +Kim Cuong: 0
[2021/8/25 - 21:52:26] Andy Johnson da thu thap: +Sat: 24, +Ruby: 10, +Vang: 0, +Kim Cuong: 0
[2021/8/25 - 21:53:42] Andy Johnson da thu thap: +Sat: 3, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/8/25 - 21:54:53] Andy Johnson da thu thap: +Sat: 4, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/25 - 21:55:44] Andy Johnson da thu thap: +Sat: 4, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/8/25 - 21:56:52] Blue Sea da thu thap luc out sv : +Sat: 4, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/25 - 21:58:21] Vu Hieu da thu thap: +Sat: 9, +Ruby: 6, +Vang: 0, +Kim Cuong: 0
[2021/8/25 - 21:58:37] Vu Hieu da thu thap: +Sat: 1, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/25 - 22:06:49] Vu Hieu da thu thap luc out sv : +Sat: 2, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/8/25 - 22:09:20] Andy Johnson da thu thap luc out sv : +Sat: 44, +Ruby: 15, +Vang: 2, +Kim Cuong: 0
[2021/8/25 - 22:16:10] nghia pham da thu thap luc out sv : +Sat: 44, +Ruby: 22, +Vang: 0, +Kim Cuong: 0
[2021/8/25 - 22:55:29] Andy Johnson da thu thap luc out sv : +Sat: 31, +Ruby: 18, +Vang: 0, +Kim Cuong: 0
[2021/8/25 - 23:03:19] Chu Ling da thu thap luc out sv : +Sat: 7, +Ruby: 5, +Vang: 1, +Kim Cuong: 0
[2021/8/26 - 0:15:01] zuu zuu da thu thap: +Sat: 116, +Ruby: 59, +Vang: 2, +Kim Cuong: 0
[2021/8/26 - 0:27:27] nghia pham da thu thap: +Sat: 287, +Ruby: 129, +Vang: 6, +Kim Cuong: 0
[2021/8/26 - 0:32:50] nghia pham da thu thap luc out sv : +Sat: 9, +Ruby: 12, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 0:33:24] Petes williams da thu thap: +Sat: 102, +Ruby: 60, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 1:14:34] Petes williams da thu thap: +Sat: 105, +Ruby: 48, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 1:14:40] Petes williams da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 1:14:46] Petes williams da thu thap: +Sat: 0, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 1:39:17] Petes williams da thu thap: +Sat: 64, +Ruby: 25, +Vang: 1, +Kim Cuong: 0
[2021/8/26 - 1:39:26] Petes williams da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 2:13:25] Petes williams da thu thap luc out sv : +Sat: 84, +Ruby: 40, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 3:59:26] Quang Huy da thu thap luc out sv : +Sat: 28, +Ruby: 11, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 7:20:08] Den Pham da thu thap luc out sv : +Sat: 17, +Ruby: 11, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 8:28:35] Den Pham da thu thap: +Sat: 109, +Ruby: 62, +Vang: 2, +Kim Cuong: 0
[2021/8/26 - 8:44:43] Den Pham da thu thap: +Sat: 40, +Ruby: 22, +Vang: 1, +Kim Cuong: 0
[2021/8/26 - 8:50:06] Andy Johnson da thu thap luc out sv : +Sat: 68, +Ruby: 37, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 9:06:06] Den Pham da thu thap: +Sat: 57, +Ruby: 22, +Vang: 2, +Kim Cuong: 0
[2021/8/26 - 9:13:34] Den Pham da thu thap: +Sat: 21, +Ruby: 12, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 9:18:55] Den Pham da thu thap: +Sat: 8, +Ruby: 6, +Vang: 1, +Kim Cuong: 0
[2021/8/26 - 9:19:13] Sir Xuf da thu thap luc out sv : +Sat: 14, +Ruby: 8, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 9:19:39] Den Pham da thu thap: +Sat: 0, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 9:20:26] Andy Johnson da thu thap luc out sv : +Sat: 75, +Ruby: 36, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 9:20:42] Den Pham da thu thap: +Sat: 4, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 9:25:13] Den Pham da thu thap: +Sat: 8, +Ruby: 8, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 9:34:49] Den Pham da thu thap: +Sat: 26, +Ruby: 9, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 9:51:02] Sir Xuf da thu thap luc out sv : +Sat: 1, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 10:01:42] Andy Johnson da thu thap luc out sv : +Sat: 46, +Ruby: 22, +Vang: 2, +Kim Cuong: 0
[2021/8/26 - 10:27:28] Mega eces da thu thap: +Sat: 2, +Ruby: 1, +Vang: 1, +Kim Cuong: 0
[2021/8/26 - 10:29:16] Andy Johnson da thu thap luc out sv : +Sat: 34, +Ruby: 10, +Vang: 2, +Kim Cuong: 0
[2021/8/26 - 10:36:40] Mega eces da thu thap: +Sat: 16, +Ruby: 7, +Vang: 1, +Kim Cuong: 0
[2021/8/26 - 10:37:28] Mega eces da thu thap: +Sat: 4, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 10:41:13] Andy Johnson da thu thap luc out sv : +Sat: 20, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 10:42:21] Mega eces da thu thap luc out sv : +Sat: 12, +Ruby: 3, +Vang: 1, +Kim Cuong: 0
[2021/8/26 - 11:13:43] Vu Hieu da thu thap: +Sat: 4, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 11:36:19] Andy Johnson da thu thap luc out sv : +Sat: 19, +Ruby: 8, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 11:40:59] Blue Sea da thu thap luc out sv : +Sat: 79, +Ruby: 40, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 11:41:26] Mega eces da thu thap luc out sv : +Sat: 10, +Ruby: 5, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 11:41:34] Vu Hieu da thu thap: +Sat: 59, +Ruby: 33, +Vang: 2, +Kim Cuong: 0
[2021/8/26 - 11:41:35] Vu Hieu da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 11:41:39] Petes williams da thu thap luc out sv : +Sat: 50, +Ruby: 30, +Vang: 1, +Kim Cuong: 0
[2021/8/26 - 11:43:34] Vu Hieu da thu thap: +Sat: 2, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 11:44:15] Petes williams da thu thap: +Sat: 7, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 11:45:42] Vu Hieu da thu thap luc out sv : +Sat: 3, +Ruby: 4, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 12:01:31] Vu Hieu da thu thap luc out sv : +Sat: 16, +Ruby: 13, +Vang: 2, +Kim Cuong: 0
[2021/8/26 - 12:34:00] Blue Sea da thu thap: +Sat: 53, +Ruby: 27, +Vang: 1, +Kim Cuong: 0
[2021/8/26 - 12:34:11] Blue Sea da thu thap luc out sv : +Sat: 0, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 12:53:39] Petes williams da thu thap: +Sat: 180, +Ruby: 76, +Vang: 2, +Kim Cuong: 0
[2021/8/26 - 13:20:08] Petes williams da thu thap luc out sv : +Sat: 75, +Ruby: 33, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 15:17:41] Petes williams da thu thap luc out sv : +Sat: 24, +Ruby: 20, +Vang: 1, +Kim Cuong: 0
[2021/8/26 - 15:31:02] Petes williams da thu thap luc out sv : +Sat: 30, +Ruby: 14, +Vang: 3, +Kim Cuong: 0
[2021/8/26 - 15:32:08] Mega eces da thu thap: +Sat: 5, +Ruby: 2, +Vang: 1, +Kim Cuong: 0
[2021/8/26 - 15:51:53] Mega eces da thu thap: +Sat: 53, +Ruby: 25, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 16:00:21] Mega eces da thu thap luc out sv : +Sat: 24, +Ruby: 8, +Vang: 1, +Kim Cuong: 0
[2021/8/26 - 16:08:15] Sir Xuf da thu thap: +Sat: 6, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 16:08:55] Sir Xuf da thu thap: +Sat: 3, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 16:09:22] Sir Xuf da thu thap: +Sat: 1, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 16:44:09] Petes williams da thu thap luc out sv : +Sat: 101, +Ruby: 66, +Vang: 2, +Kim Cuong: 0
[2021/8/26 - 16:45:16] Sir Xuf da thu thap luc out sv : +Sat: 16, +Ruby: 14, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 16:48:40] nghia pham da thu thap luc out sv : +Sat: 16, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 16:56:07] nghia pham da thu thap luc out sv : +Sat: 12, +Ruby: 9, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 17:02:13] Blue Sea da thu thap luc out sv : +Sat: 3, +Ruby: 1, +Vang: 1, +Kim Cuong: 0
[2021/8/26 - 17:13:02] nghia pham da thu thap luc out sv : +Sat: 43, +Ruby: 24, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 17:51:51] Petes williams da thu thap: +Sat: 177, +Ruby: 72, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 18:37:08] Petes williams da thu thap luc out sv : +Sat: 113, +Ruby: 67, +Vang: 1, +Kim Cuong: 0
[2021/8/26 - 18:58:40] nghia pham da thu thap luc out sv : +Sat: 32, +Ruby: 27, +Vang: 1, +Kim Cuong: 0
[2021/8/26 - 18:59:21] Petes williams da thu thap luc out sv : +Sat: 5, +Ruby: 10, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 19:05:10] nghia pham da thu thap luc out sv : +Sat: 4, +Ruby: 5, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 19:11:28] nghia pham da thu thap luc out sv : +Sat: 15, +Ruby: 4, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 19:23:37] nghia pham da thu thap luc out sv : +Sat: 35, +Ruby: 13, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 19:33:59] nghia pham da thu thap luc out sv : +Sat: 13, +Ruby: 11, +Vang: 1, +Kim Cuong: 0
[2021/8/26 - 19:54:21] Mega eces da thu thap luc out sv : +Sat: 8, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 22:18:15] Phi Hanh Toi da thu thap: +Sat: 2, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 22:18:29] Phi Hanh Toi da thu thap: +Sat: 1, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 22:19:04] Phi Hanh Toi da thu thap: +Sat: 2, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 22:19:28] Phi Hanh Toi da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 22:20:24] Phi Hanh Toi da thu thap: +Sat: 4, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 22:20:31] Phi Hanh Toi da thu thap: +Sat: 0, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 22:20:51] Phi Hanh Toi da thu thap: +Sat: 1, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 22:21:13] Phi Hanh Toi da thu thap: +Sat: 0, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 22:22:01] Phi Hanh Toi da thu thap: +Sat: 1, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 22:22:06] Phi Hanh Toi da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 22:22:27] Phi Hanh Toi da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 22:22:39] Phi Hanh Toi da thu thap: +Sat: 0, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 22:22:50] Phi Hanh Toi da thu thap: +Sat: 0, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 22:22:55] Phi Hanh Toi da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/26 - 22:27:36] Phi Hanh Toi da thu thap luc out sv : +Sat: 13, +Ruby: 4, +Vang: 1, +Kim Cuong: 0
[2021/8/26 - 23:38:13] Phi Hanh Toi da thu thap luc out sv : +Sat: 4, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/8/27 - 0:09:32] Blue Sea da thu thap luc out sv : +Sat: 19, +Ruby: 11, +Vang: 0, +Kim Cuong: 0
[2021/8/27 - 0:10:01] nghia pham da thu thap luc out sv : +Sat: 4, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/27 - 0:28:00] Toc Soi da thu thap luc out sv : +Sat: 3, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/27 - 0:29:18] Toc Soi da thu thap luc out sv : +Sat: 1, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/27 - 0:32:51] Toc Soi da thu thap luc out sv : +Sat: 7, +Ruby: 5, +Vang: 0, +Kim Cuong: 0
[2021/8/27 - 0:35:13] Toc Soi da thu thap luc out sv : +Sat: 1, +Ruby: 6, +Vang: 1, +Kim Cuong: 0
[2021/8/27 - 0:36:04] Toc Soi da thu thap: +Sat: 2, +Ruby: 1, +Vang: 1, +Kim Cuong: 0
[2021/8/27 - 0:39:03] Toc Soi da thu thap luc out sv : +Sat: 7, +Ruby: 5, +Vang: 0, +Kim Cuong: 0
[2021/8/27 - 1:27:20] Toc Soi da thu thap luc out sv : +Sat: 18, +Ruby: 7, +Vang: 0, +Kim Cuong: 0
[2021/8/27 - 5:29:01] Blue Sea da thu thap luc out sv : +Sat: 26, +Ruby: 20, +Vang: 1, +Kim Cuong: 0
[2021/8/27 - 5:41:56] Blue Sea da thu thap: +Sat: 11, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/8/27 - 5:49:33] nghia pham da thu thap luc out sv : +Sat: 316, +Ruby: 166, +Vang: 10, +Kim Cuong: 0
[2021/8/27 - 6:01:14] Blue Sea da thu thap luc out sv : +Sat: 47, +Ruby: 39, +Vang: 1, +Kim Cuong: 0
[2021/8/27 - 8:41:02] Vu Hieu da thu thap: +Sat: 2, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/27 - 8:47:29] Vu Hieu da thu thap: +Sat: 18, +Ruby: 14, +Vang: 0, +Kim Cuong: 0
[2021/8/27 - 8:48:35] Vu Hieu da thu thap luc out sv : +Sat: 3, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/27 - 10:42:15] Black Panther da thu thap: +Sat: 28, +Ruby: 12, +Vang: 2, +Kim Cuong: 0
[2021/8/27 - 10:42:47] Black Panther da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/27 - 10:45:16] Black Panther da thu thap: +Sat: 7, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/8/27 - 10:45:49] Black Panther da thu thap: +Sat: 2, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/27 - 10:46:35] Black Panther da thu thap: +Sat: 3, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/27 - 10:49:14] Black Panther da thu thap: +Sat: 11, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/8/27 - 10:50:22] Black Panther da thu thap: +Sat: 2, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/27 - 10:52:37] Black Panther da thu thap luc out sv : +Sat: 5, +Ruby: 6, +Vang: 1, +Kim Cuong: 0
[2021/8/27 - 10:57:19] Black Panther da thu thap: +Sat: 0, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/27 - 11:06:02] Black Panther da thu thap: +Sat: 19, +Ruby: 9, +Vang: 1, +Kim Cuong: 0
[2021/8/27 - 11:11:10] nghia pham da thu thap luc out sv : +Sat: 133, +Ruby: 53, +Vang: 2, +Kim Cuong: 0
[2021/8/27 - 11:11:28] Black Panther da thu thap luc out sv : +Sat: 12, +Ruby: 7, +Vang: 0, +Kim Cuong: 0
[2021/8/27 - 11:15:32] Vu Hieu da thu thap luc out sv : +Sat: 2, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/27 - 11:16:21] Black Panther da thu thap luc out sv : +Sat: 15, +Ruby: 4, +Vang: 0, +Kim Cuong: 0
[2021/8/27 - 11:24:09] Black Panther da thu thap luc out sv : +Sat: 11, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/8/27 - 11:24:28] Vu Hieu da thu thap luc out sv : +Sat: 18, +Ruby: 10, +Vang: 0, +Kim Cuong: 0
[2021/8/27 - 11:27:15] nghia pham da thu thap luc out sv : +Sat: 17, +Ruby: 9, +Vang: 0, +Kim Cuong: 0
[2021/8/27 - 11:42:58] Vu Hieu da thu thap luc out sv : +Sat: 36, +Ruby: 22, +Vang: 0, +Kim Cuong: 0
[2021/8/27 - 14:23:12] Quang Huy da thu thap luc out sv : +Sat: 16, +Ruby: 9, +Vang: 2, +Kim Cuong: 0
[2021/8/27 - 19:55:44] Petes williams da thu thap luc out sv : +Sat: 9, +Ruby: 5, +Vang: 0, +Kim Cuong: 0
[2021/8/27 - 20:00:35] Petes williams da thu thap luc out sv : +Sat: 5, +Ruby: 8, +Vang: 0, +Kim Cuong: 0
[2021/8/27 - 20:04:03] Petes williams da thu thap luc out sv : +Sat: 5, +Ruby: 4, +Vang: 0, +Kim Cuong: 0
[2021/8/27 - 20:06:14] Petes williams da thu thap luc out sv : +Sat: 2, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/8/27 - 20:08:28] Petes williams da thu thap luc out sv : +Sat: 1, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/27 - 20:12:37] Petes williams da thu thap luc out sv : +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/28 - 14:21:19] Phong GoodBoy da thu thap: +Sat: 9, +Ruby: 8, +Vang: 1, +Kim Cuong: 0
[2021/8/28 - 14:23:33] Phong GoodBoy da thu thap luc out sv : +Sat: 4, +Ruby: 2, +Vang: 1, +Kim Cuong: 0
[2021/8/28 - 14:34:55] Phong GoodBoy da thu thap: +Sat: 12, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/8/28 - 14:42:10] Phong GoodBoy da thu thap: +Sat: 22, +Ruby: 6, +Vang: 0, +Kim Cuong: 0
[2021/8/28 - 14:53:42] Phong GoodBoy da thu thap: +Sat: 29, +Ruby: 18, +Vang: 0, +Kim Cuong: 0
[2021/8/28 - 15:22:36] Phong GoodBoy da thu thap: +Sat: 72, +Ruby: 37, +Vang: 0, +Kim Cuong: 0
[2021/8/28 - 15:36:50] Petes williams da thu thap luc out sv : +Sat: 23, +Ruby: 11, +Vang: 0, +Kim Cuong: 0
[2021/8/28 - 20:42:44] Petes williams da thu thap luc out sv : +Sat: 111, +Ruby: 46, +Vang: 0, +Kim Cuong: 0
[2021/8/28 - 21:35:37] Petes williams da thu thap luc out sv : +Sat: 143, +Ruby: 67, +Vang: 0, +Kim Cuong: 0
[2021/8/28 - 23:13:18] Toc Soi da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/28 - 23:22:54] Toc Soi da thu thap luc out sv : +Sat: 28, +Ruby: 12, +Vang: 0, +Kim Cuong: 0
[2021/8/28 - 23:32:28] Toc Soi da thu thap luc out sv : +Sat: 34, +Ruby: 7, +Vang: 0, +Kim Cuong: 0
[2021/8/29 - 7:10:05] Vu Hieu da thu thap: +Sat: 19, +Ruby: 9, +Vang: 0, +Kim Cuong: 0
[2021/8/29 - 7:15:44] Vu Hieu da thu thap: +Sat: 16, +Ruby: 5, +Vang: 0, +Kim Cuong: 0
[2021/8/29 - 7:23:47] Vu Hieu da thu thap: +Sat: 14, +Ruby: 11, +Vang: 1, +Kim Cuong: 0
[2021/8/29 - 7:29:38] Vu Hieu da thu thap: +Sat: 20, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/8/29 - 7:37:14] Vu Hieu da thu thap: +Sat: 19, +Ruby: 5, +Vang: 0, +Kim Cuong: 0
[2021/8/29 - 7:45:40] Vu Hieu da thu thap: +Sat: 14, +Ruby: 14, +Vang: 0, +Kim Cuong: 0
[2021/8/29 - 7:51:53] Vu Hieu da thu thap: +Sat: 19, +Ruby: 11, +Vang: 0, +Kim Cuong: 0
[2021/8/29 - 7:57:11] Vu Hieu da thu thap: +Sat: 15, +Ruby: 9, +Vang: 0, +Kim Cuong: 0
[2021/8/29 - 8:04:05] Vu Hieu da thu thap: +Sat: 25, +Ruby: 6, +Vang: 0, +Kim Cuong: 0
[2021/8/29 - 8:14:42] Phong GoodBoy da thu thap: +Sat: 36, +Ruby: 27, +Vang: 0, +Kim Cuong: 0
[2021/8/29 - 8:20:23] Phong GoodBoy da thu thap luc out sv : +Sat: 16, +Ruby: 8, +Vang: 0, +Kim Cuong: 0
[2021/8/29 - 8:26:01] Vu Hieu da thu thap: +Sat: 61, +Ruby: 26, +Vang: 1, +Kim Cuong: 0
[2021/8/29 - 8:36:23] Vu Hieu da thu thap luc out sv : +Sat: 31, +Ruby: 14, +Vang: 0, +Kim Cuong: 0
[2021/8/29 - 8:40:43] Vu Hieu da thu thap luc out sv : +Sat: 5, +Ruby: 4, +Vang: 0, +Kim Cuong: 0
[2021/8/29 - 8:44:07] Phong GoodBoy da thu thap: +Sat: 29, +Ruby: 25, +Vang: 1, +Kim Cuong: 0
[2021/8/29 - 9:14:38] Phong GoodBoy da thu thap: +Sat: 23, +Ruby: 15, +Vang: 1, +Kim Cuong: 0
[2021/8/29 - 9:24:33] Vu Hieu da thu thap luc out sv : +Sat: 20, +Ruby: 9, +Vang: 0, +Kim Cuong: 0
[2021/8/29 - 9:26:46] Vu Hieu da thu thap: +Sat: 0, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/8/29 - 9:26:50] Vu Hieu da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/29 - 9:26:57] Phong GoodBoy da thu thap luc out sv : +Sat: 33, +Ruby: 13, +Vang: 1, +Kim Cuong: 0
[2021/8/29 - 9:27:09] Vu Hieu da thu thap luc out sv : +Sat: 2, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/29 - 9:28:08] Vu Hieu da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/29 - 9:28:39] Vu Hieu da thu thap: +Sat: 2, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/29 - 10:14:53] Phong GoodBoy da thu thap luc out sv : +Sat: 7, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/8/29 - 10:21:24] Phong GoodBoy da thu thap: +Sat: 15, +Ruby: 5, +Vang: 1, +Kim Cuong: 0
[2021/8/29 - 10:30:10] Phong GoodBoy da thu thap luc out sv : +Sat: 17, +Ruby: 9, +Vang: 0, +Kim Cuong: 0
[2021/8/29 - 12:20:23] Phong GoodBoy da thu thap: +Sat: 23, +Ruby: 17, +Vang: 1, +Kim Cuong: 0
[2021/8/29 - 12:39:56] Vu Hieu da thu thap luc out sv : +Sat: 29, +Ruby: 11, +Vang: 0, +Kim Cuong: 0
[2021/8/29 - 13:05:28] Vu Hieu da thu thap: +Sat: 6, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/8/29 - 13:16:30] Phong GoodBoy da thu thap: +Sat: 69, +Ruby: 42, +Vang: 0, +Kim Cuong: 0
[2021/8/29 - 13:20:24] Phong GoodBoy da thu thap luc out sv : +Sat: 14, +Ruby: 5, +Vang: 0, +Kim Cuong: 0
[2021/8/29 - 13:27:43] Andy Johnson da thu thap luc out sv : +Sat: 248, +Ruby: 140, +Vang: 6, +Kim Cuong: 0
[2021/8/29 - 13:50:20] Phong GoodBoy da thu thap: +Sat: 34, +Ruby: 21, +Vang: 1, +Kim Cuong: 0
[2021/8/29 - 14:03:37] Andy Johnson da thu thap: +Sat: 82, +Ruby: 33, +Vang: 2, +Kim Cuong: 0
